"lnp_id","original_score","original_rank","median_rank","min_rank","max_rank","top1_frequency","top10_frequency","top20_frequency","median_score","min_score","max_score"
"LNP_0226",0.633496695713568,131,170.5,67,360,0,0,0,0.609595938742268,0.497450539071385,0.731734955126547
"LNP_0257",0.632785608930897,132,117,46,189,0,0,0,0.653559485951651,0.572907258143934,0.832900317408437
"LNP_0251",0.630326856761003,133,136,43,230,0,0,0,0.632538604254394,0.568748967188397,0.727735660406739
"LNP_0200",0.62766163764308,134,134,97,175,0,0,0,0.637804439092655,0.598345559698436,0.71881953915012
"LNP_0177",0.627641513641966,135,190,59,372,0,0,0,0.592230781316539,0.477312416396179,0.738163530890562
"LNP_0371",0.626314850752525,136,147,81,300,0,0,0,0.623771147916775,0.452600112617485,0.710464178702068
"LNP_0110",0.624386230757454,137,130,65,188,0,0,0,0.641692006386722,0.569616052642411,0.731705516138718
"LNP_0329",0.624313589697274,138,144,100,193,0,0,0,0.628772303931478,0.582786279985089,0.713701098974675
"LNP_0095",0.623714046773597,139,143,42,335,0,0,0,0.626021654976252,0.394655337092037,0.739597281900067
"LNP_0355",0.623571205227338,140,134,48,254,0,0,0,0.6417819368757,0.556560208737259,0.826056706275564
"LNP_0211",0.621151659228551,141,157,114,310,0,0,0,0.623153151603655,0.548831627847489,0.674307261865213
"LNP_0235",0.619035259413059,142,160,99,267,0,0,0,0.615810398419785,0.499676090154228,0.698251872804964
"LNP_0216",0.618366935922591,143,131,46,210,0,0,0,0.640840946899053,0.549425180241135,0.741214203606685
"LNP_0239",0.617621613726451,144,145,59,195,0,0,0,0.626185221202539,0.579682096923652,0.7295929859423
"LNP_0322",0.617465330717515,145,152,112,215,0,0,0,0.618469811326146,0.589989706605648,0.708907770502069
"LNP_0323",0.616747444761386,146,151,125,292,0,0,0,0.624367794385928,0.584993033393869,0.705125314627569
"LNP_0499",0.61639104182442,147,167,95,341,0,0,0,0.612158842927311,0.524178204733142,0.677678073813739
"LNP_0090",0.616227007807363,148,150,112,295,0,0,0,0.625569405802467,0.559631568971687,0.73350451352949
"LNP_0289",0.613895542523075,149,145,101,189,0,0,0,0.629306303416407,0.555992735755652,0.714393319911359
"LNP_0337",0.612546885578313,150,174,98,339,0,0,0,0.608439707060888,0.513731008987667,0.674128076169005
"LNP_0063",0.612095521022268,151,205,68,382,0,0,0,0.582667919349334,0.447355033005127,0.726380649158017
"LNP_0383",0.611476205422127,152,180,106,330,0,0,0,0.603918352851054,0.534773708730417,0.656840476645483
"LNP_0033",0.611017280678568,153,126.5,55,233,0,0,0,0.640775757423165,0.52130326282449,0.779536188003372
"LNP_0003",0.610306265167463,154,159,102,225,0,0,0,0.612033794451638,0.577277830802882,0.717879313454135
"LNP_0146",0.609292844868424,155,165,133,320,0,0,0,0.613242843357312,0.547531840687444,0.67574725390592
"LNP_0044",0.608530001851587,156,167,116,240,0,0,0,0.608019704350018,0.546597843992788,0.705566047206155
"LNP_0247",0.607572089506929,157,215,69,385,0,0,0,0.572675935864506,0.450555276845982,0.729955277596083
"LNP_0473",0.607172238464364,158,216,72,384,0,0,0,0.571455860250829,0.453404769873641,0.721561182854179
"LNP_0169",0.606621950645013,159,172,134,325,0,0,0,0.608489312416382,0.54031988590866,0.656645215643028
"LNP_0460",0.604734981274196,160,137,72,224,0,0,0,0.633286610645303,0.514829826510431,0.744870618006653
"LNP_0325",0.60433690073558,161,188,108,347,0,0,0,0.595082367579884,0.518474880494503,0.666509425226991
"LNP_0317",0.603830713461924,162,138,10,247,0,0.00128998968008256,0.0064499484004128,0.638425096187225,0.477089135105423,0.764917605729889
"LNP_0474",0.601547374227532,163,159,109,204,0,0,0,0.617337481120331,0.538598108208266,0.712442937610867
"LNP_0276",0.601512316602309,164,164,126,211,0,0,0,0.611518269015038,0.552650069376347,0.705367412735846
"LNP_0231",0.60144396791309,165,159,113,287,0,0,0,0.620291085736383,0.541982711594829,0.733160276979186
"LNP_0236",0.601078426344385,166,175,145,288,0,0,0,0.606435185287791,0.541488353315093,0.675661491656149
"LNP_0012",0.600937359598234,167,169,71,337,0,0,0,0.603814411586221,0.393447356514162,0.719748306524454
"LNP_0026",0.599436784539281,168,179,120,341,0,0,0,0.602346846471984,0.500145640729749,0.680881342459586
"LNP_0073",0.599131299032672,169,158,88,241,0,0,0,0.619950783554719,0.532789750263894,0.723455594608618
"LNP_0194",0.598092375048905,170,175,109,297,0,0,0,0.599654963223069,0.458658673738914,0.705722982838805
"LNP_0149",0.597191417751887,171,173,126,222,0,0,0,0.601703408679847,0.567947681704737,0.709893304878191
"LNP_0287",0.596863154834549,172,168,68,244,0,0,0,0.607474033765518,0.537286168394456,0.731258554859515
"LNP_0273",0.596066433527447,173,180,132,331,0,0,0,0.599921499446743,0.522285520298645,0.677514985041964
"LNP_0299",0.595814157217065,174,160,90,222,0,0,0,0.616832108773006,0.525656387726168,0.724230861682993
"LNP_0052",0.59555475233631,175,178,78,292,0,0,0,0.597319379459832,0.464070465275009,0.719086780484502
"LNP_0367",0.594972502092826,176,174,86,281,0,0,0,0.599244128675123,0.476254371901135,0.726191905499915
"LNP_0266",0.593976255688985,177,184,117,293,0,0,0,0.594071554520151,0.463235234063405,0.698267329476021
"LNP_0402",0.592604061571177,178,171.5,87,271,0,0,0,0.612179514742963,0.533254119236361,0.767683447574128
