"lnp_id","original_score","original_rank","median_rank","min_rank","max_rank","top1_frequency","top10_frequency","top20_frequency","median_score","min_score","max_score"
"LNP_0159",0.712858314417015,58,56,37,102,0,0,0,0.719924453940721,0.612883269063472,0.842157585871418
"LNP_0102",0.71172721278302,59,86,31,327,0,0,0,0.687414246192538,0.544730039605611,0.822957020637199
"LNP_0212",0.71130064608641,60,52,22,101,0,0,0,0.720146725526737,0.662095122242082,0.836462033610919
"LNP_0246",0.707405387699767,61,52,8,105,0,0.00386996904024768,0.0583075335397317,0.721874429809815,0.631458940130535,0.906341877045895
"LNP_0284",0.706381138018802,62,80,43,319,0,0,0,0.69368757423562,0.560803248136656,0.785858654892873
"LNP_0398",0.705006509248042,63,59,36,87,0,0,0,0.716992762932111,0.62783872468439,0.77972257094872
"LNP_0493",0.704914652798009,64,69,53,201,0,0,0,0.705038176883452,0.622469224014831,0.76652789134999
"LNP_0071",0.704721346287797,65,53,12,107,0,0,0.0188338493292054,0.716998168165461,0.656399642436098,0.869697338849103
"LNP_0268",0.703555701234872,66,66,34,107,0,0,0,0.70933195319816,0.629396884053123,0.750987667984822
"LNP_0040",0.703096731158269,67,68,46,177,0,0,0,0.699142906953439,0.630760087551628,0.736260836366964
"LNP_0378",0.698268934211486,68,93,45,322,0,0,0,0.679228049504908,0.580106043654632,0.780635479614084
"LNP_0418",0.69535871189524,69,65.5,46,102,0,0,0,0.703410387973069,0.622712348287147,0.815784146964043
"LNP_0244",0.695293131415269,70,76,49,296,0,0,0,0.697084105298838,0.550981888004205,0.80028846918909
"LNP_0345",0.694114189296568,71,73,59,169,0,0,0,0.698898141088143,0.605556399212594,0.790348566172676
"LNP_0022",0.693615877399289,72,73,56,115,0,0,0,0.703553929535647,0.608481961457295,0.759186279058808
"LNP_0489",0.693038588563157,73,80,44,240,0,0,0,0.682303658724224,0.540560291061981,0.74686420274441
"LNP_0039",0.690035113177271,74,71,50,110,0,0,0,0.697903463767703,0.622319513219021,0.812249058496133
"LNP_0312",0.689704534974367,75,107,38,333,0,0,0,0.667104166603589,0.525042339844179,0.795762793291995
"LNP_0187",0.688746097659018,76,68,42,120,0,0,0,0.698706456638467,0.638420658266048,0.81947205189225
"LNP_0213",0.687527077420016,77,94.5,49,317,0,0,0,0.680505129348522,0.55693951557028,0.761249173184657
"LNP_0481",0.685233041459009,78,72,49,117,0,0,0,0.695981345783157,0.630956098818758,0.803413309153349
"LNP_0055",0.684510321616434,79,68,31,133,0,0,0,0.697543840130845,0.642451175225539,0.818036439798637
"LNP_0278",0.682769552196065,80,83,59,116,0,0,0,0.68923819768905,0.621308868139982,0.737028232612563
"LNP_0349",0.682286963420901,81,88,51,218,0,0,0,0.676367382749496,0.585814873774164,0.73234574898456
"LNP_0154",0.680594141549672,82,85,61,191,0,0,0,0.684485311266414,0.627572306034813,0.767152326210998
"LNP_0144",0.677928987076693,83,83,11,135,0,0,0.00851393188854489,0.687797233338143,0.643572416729026,0.763968478286426
"LNP_0305",0.676467597783941,84,92,60,192,0,0,0,0.674393962621329,0.604960316044531,0.723354069328459
"LNP_0077",0.674426725974444,85,90,63,141,0,0,0,0.683954783169713,0.599190481832405,0.744319717381728
"LNP_0030",0.673921219734529,86,94,68,168,0,0,0,0.67906423558426,0.589573447722598,0.717188422956121
"LNP_0338",0.673390882008056,87,108,60,324,0,0,0,0.666381171901157,0.531024843029486,0.741410969154562
"LNP_0286",0.671687169538604,88,92,66,222,0,0,0,0.680725687371551,0.56908681706598,0.792160783032977
"LNP_0130",0.671340384537929,89,92,57,152,0,0,0,0.67763627267422,0.610381793109819,0.73483916384541
"LNP_0351",0.669900200557036,90,91,63,136,0,0,0,0.679563236165263,0.618901596048654,0.732276937846128
"LNP_0319",0.668095382419908,91,105,79,285,0,0,0,0.668875422464338,0.582056947598109,0.731655225896564
"LNP_0451",0.667611208850889,92,100,82,228,0,0,0,0.673144141480556,0.582933701671829,0.764664994771265
"LNP_0265",0.666495554922465,93,101,83,246,0,0,0,0.670707319715349,0.59269747263211,0.763820170401691
"LNP_0182",0.66643759915721,94,130,51,343,0,0,0,0.644663363652064,0.51756547314388,0.759190274258543
"LNP_0215",0.666360213034723,95,81,8,210,0,0.00103199174406605,0.0131578947368421,0.686971484752489,0.577181999047515,0.90636334694938
"LNP_0069",0.665020705609022,96,88,31,167,0,0,0,0.679742668944499,0.605767271827081,0.858194944076512
"LNP_0076",0.664939716476503,97,130,52,344,0,0,0,0.644715263466467,0.517302895581258,0.757305005100171
"LNP_0444",0.664484066894133,98,90,23,146,0,0,0,0.680763558022109,0.617506376015249,0.74815678762025
"LNP_0002",0.663605734514021,99,83,15,167,0,0,0.00490196078431373,0.687375225330039,0.585360586257594,0.76192585846518
"LNP_0388",0.661477672762523,100,105,15,209,0,0,0.00206398348813209,0.662691919463867,0.600669040480061,0.756666043954059
"LNP_0369",0.661042382082658,101,101,48,250,0,0,0,0.671528698495341,0.558360527577788,0.823397322015344
"LNP_0207",0.6606431348848,102,103,72,209,0,0,0,0.668300714546666,0.588072417232297,0.78816960924309
"LNP_0058",0.660531279868579,103,93,24,227,0,0,0,0.676656709536033,0.566878195018691,0.879677125839856
"LNP_0225",0.66010094311206,104,103,69,288,0,0,0,0.665918466791573,0.587132396146887,0.791970884726434
"LNP_0390",0.65938785464307,105,105,51,227,0,0,0,0.659265519531902,0.574148100785604,0.737737327572324
"LNP_0014",0.657559016160936,106,102,42,147,0,0,0,0.66924603140305,0.629135322834003,0.74687933506894
"LNP_0205",0.655259351633048,107,114,80,179,0,0,0,0.655815714307903,0.598796175706571,0.721256845812111
"LNP_0372",0.654702286190383,108,113,61,259,0,0,0,0.651164620188176,0.509264418863973,0.728983145769396
"LNP_0267",0.654072680751654,109,118,59,285,0,0,0,0.648027817778936,0.472437512512515,0.725738049314115
"LNP_0172",0.651272287768132,110,103,53,159,0,0,0,0.666592350784793,0.597542027327449,0.821995610408898
"LNP_0498",0.65052044880077,111,102,72,182,0,0,0,0.668332837600872,0.584835427047087,0.786475444549355
"LNP_0279",0.647560839516157,112,116,92,294,0,0,0,0.653555693492197,0.590288326609079,0.754809214153757
"LNP_0001",0.646967074002858,113,118,70,171,0,0,0,0.65053867648847,0.620954948156008,0.730936810059208
"LNP_0253",0.644562040020863,114,121,37,273,0,0,0,0.646582733705643,0.490432130548955,0.74391309818185
"LNP_0463",0.644474992149408,115,131,98,299,0,0,0,0.64579660520749,0.566899173764201,0.677280059364114
"LNP_0270",0.643407697412108,116,139,89,316,0,0,0,0.635822226074594,0.578475397655269,0.687111529179422
"LNP_0308",0.643068015014676,117,98,13,196,0,0,0.0043859649122807,0.670165174611262,0.549111640830854,0.89451224214584
"LNP_0123",0.642204308443041,118,168,55,359,0,0,0,0.611090324398861,0.500728673363498,0.747380398196934
"LNP_0455",0.642027856488056,119,124,99,162,0,0,0,0.649356676104266,0.590927095144105,0.704073749188869
"LNP_0365",0.641202278013694,120,128,107,289,0,0,0,0.644071327872793,0.598944060418207,0.690287788795975
"LNP_0459",0.639643927746046,121,114,64,181,0,0,0,0.655011178177681,0.599960308783128,0.732052550479101
"LNP_0404",0.638676634954331,122,125,99,269,0,0,0,0.64569155157886,0.601017258663691,0.74570653176736
"LNP_0053",0.638178171379394,123,119,49,251,0,0,0,0.652598860849235,0.570468736553964,0.825559444129621
"LNP_0396",0.637997154400347,124,165,67,350,0,0,0,0.613538420112338,0.514887761559162,0.725931512118224
"LNP_0050",0.637816268111909,125,96,4,222,0,0.00464396284829721,0.0185758513931889,0.674613017140491,0.515517681073613,0.776533194341051
"LNP_0174",0.636141275970262,126,124,89,175,0,0,0,0.645775965954518,0.601553778188122,0.718883260220558
"LNP_0358",0.635869572802634,127,138,73,307,0,0,0,0.631027557828773,0.434054388014867,0.723496307936278
"LNP_0490",0.635349655944968,128,98,35,215,0,0,0,0.668189267271774,0.526265336694898,0.82536109014512
"LNP_0176",0.634515227109096,129,131,106,267,0,0,0,0.641609196400443,0.590648706217848,0.73141200937584
"LNP_0336",0.633621579215746,130,135,98,295,0,0,0,0.639555120325545,0.544250302940589,0.74058873861716
